   1.17424,  0.37033,  0.00000;
  -0.23996, -0.66063,  0.00000;
   0.38936, -0.38373,  0.00000;
  -1.74058,  1.17491,  0.00000;
  -1.16246,  1.37116,  0.00000;
  -0.11190,  0.97760,  0.00000;
  -0.67051,  1.13557,  0.00000;
   0.54367,  0.52951,  0.00000;
  -0.27751, -0.84464,  0.00000;
  -0.45059, -0.13187,  0.00000;
   3.87607,  2.85728,  1.00000;
   3.18788,  3.18875,  1.00000;
   3.63844,  4.40945,  1.00000;
   4.86568,  4.06859,  1.00000;
   4.69905,  4.96305,  1.00000;
   6.48107,  2.92708,  1.00000;
   3.45111,  2.79969,  1.00000;
   3.76567,  3.38270,  1.00000;
   4.09039,  3.08697,  1.00000;
   2.49130,  3.82128,  1.00000;
   4.18132,  2.13469,  1.00000;
   2.86894,  4.35446,  1.00000;
   3.98920,  2.86501,  1.00000;
   4.33007,  3.45189,  1.00000;
   6.09389,  3.72776,  1.00000;
   4.72838,  2.69384,  1.00000;
   3.18622,  3.96340,  1.00000;
   4.01639,  3.33623,  1.00000;
   4.28075,  6.02617,  1.00000;
   4.16746,  3.62788,  1.00000;
   5.62826,  4.13682,  1.00000;
   2.38021,  3.33770,  1.00000;
   2.99322,  3.02729,  1.00000;
   4.96634,  2.18527,  1.00000;
   3.52034,  3.64987,  1.00000;
   2.72927,  4.04962,  1.00000;
   3.26748,  7.20535,  1.00000;
   4.82175,  2.37777,  1.00000;
   1.84068,  3.16816,  1.00000;
   2.81437,  3.37799,  1.00000;
   4.40587,  1.95337,  1.00000;
   4.83517,  4.80574,  1.00000;
   2.34774,  4.57194,  1.00000;
   5.05555,  2.95605,  1.00000;
   4.04872,  3.51946,  1.00000;
   3.57480,  4.77920,  1.00000;
   4.42756,  3.93388,  1.00000;
   3.38797,  4.01273,  1.00000;
   4.85045,  2.13257,  1.00000;
   4.48439,  4.53090,  1.00000;
   3.61137,  5.35560,  1.00000;
   2.95502,  6.10155,  1.00000;
   5.61816,  3.89545,  1.00000;
   4.46539,  4.89886,  1.00000;
   2.67155,  4.67460,  1.00000;
   3.11174,  4.88594,  1.00000;
   3.67124,  3.19408,  1.00000;
   3.98192,  5.08689,  1.00000;
   4.61920,  1.41752,  1.00000;
   4.66662,  4.76361,  1.00000;
   3.67430,  3.80143,  1.00000;
   5.52314,  3.24285,  1.00000;
   4.82292,  3.73981,  1.00000;
   4.34827,  2.06258,  1.00000;
   4.41146,  3.49686,  1.00000;
   2.88221,  3.12320,  1.00000;
   4.67544,  2.90869,  1.00000;
   4.81305,  3.47356,  1.00000;
   4.68420,  3.74227,  1.00000;
   4.38360,  3.55062,  1.00000;
   3.77977,  3.20381,  1.00000;
   2.94022,  3.23516,  1.00000;
   4.91746,  4.51541,  1.00000;
   2.86360,  4.81429,  1.00000;
   3.74444,  3.01362,  1.00000;
   1.70657,  3.17432,  1.00000;
   2.13203,  4.24753,  1.00000;
   5.17827,  3.17791,  1.00000;
   3.44607,  2.30112,  1.00000;
   5.05039,  5.01986,  1.00000;
   3.79798,  4.71986,  1.00000;
   3.51832,  5.66795,  1.00000;
   4.10872,  4.94433,  1.00000;
   4.10493,  4.11581,  1.00000;
   3.84149,  2.96746,  1.00000;
   4.76537,  4.06173,  1.00000;
   4.99754,  3.59909,  1.00000;
   4.97670,  3.16882,  1.00000;
   3.61531,  5.77913,  1.00000;
   3.59944,  4.47004,  1.00000;
   5.59444,  2.05928,  1.00000;
   3.51366,  3.56457,  1.00000;
   3.56601,  3.88843,  1.00000;
   5.26125,  2.89380,  1.00000;
   4.43388,  2.45533,  1.00000;
   2.73112,  2.57741,  1.00000;
   4.19418,  3.30516,  1.00000;
   4.61246,  2.44930,  1.00000;
   3.30043,  4.45435,  1.00000;
   1.80625,  1.89079,  1.00000;
   4.29573,  4.17787,  1.00000;
   3.21580,  4.29192,  1.00000;
   4.08108,  3.81572,  1.00000;
   3.19876,  5.09615,  1.00000;
   4.12459,  4.71390,  1.00000;
   3.71254,  4.23664,  1.00000;
   5.26585,  4.10539,  1.00000;
   3.52160,  3.49375,  1.00000;
   2.42505,  2.37776,  1.00000;
   3.01430,  2.96444,  1.00000;
   3.07610,  5.29197,  1.00000;
   3.94521,  4.99361,  1.00000;
   3.67404,  5.47465,  1.00000;
   3.56403,  3.33875,  1.00000;
   3.96038,  4.35386,  1.00000;
   3.47552,  3.99655,  1.00000;
   3.54998,  4.17357,  1.00000;
   2.30117,  3.26628,  1.00000;
   3.39008,  4.22870,  1.00000;
   4.86013,  3.21780,  1.00000;
   4.28872,  4.48448,  1.00000;
   4.58484,  5.30181,  1.00000;
   2.84020,  4.46093,  1.00000;
   1.97555,  5.07591,  1.00000;
   2.60469,  5.29541,  1.00000;
   4.36209,  2.69835,  1.00000;
   3.36724,  3.34266,  1.00000;
   4.23463,  3.56142,  1.00000;
   4.03772,  1.82705,  1.00000;
   3.70760,  5.93970,  1.00000;
   3.43838,  1.96527,  1.00000;
   5.85482,  5.14165,  1.00000;
   4.05920,  3.07650,  1.00000;
   4.23577,  2.90087,  1.00000;
   3.68573,  4.40766,  1.00000;
   4.84841,  1.97009,  1.00000;
   4.42308,  6.12099,  1.00000;
   6.01689,  4.36406,  1.00000;
   4.58586,  4.86265,  1.00000;
   6.70093,  4.73786,  1.00000;
   4.12259,  3.32751,  1.00000;
   4.46974,  4.06318,  1.00000;
   4.01663,  5.03208,  1.00000;
   4.02824,  3.07874,  1.00000;
   4.00761,  1.23087,  1.00000;
   3.46185,  2.58282,  1.00000;
   2.42781,  4.44904,  1.00000;
   4.68213,  3.83424,  1.00000;
   4.62360,  3.55224,  1.00000;
   3.54984,  2.57562,  1.00000;
   5.47753,  4.67261,  1.00000;
   4.16968,  3.63257,  1.00000;
   3.61855,  2.53993,  1.00000;
   4.90828,  4.59235,  1.00000;
   4.97099,  2.52416,  1.00000;
   2.35672,  3.57248,  1.00000;
   4.75998,  3.03283,  1.00000;
   3.75412,  3.05457,  1.00000;
   4.53152,  3.66436,  1.00000;
   3.16041,  5.47908,  1.00000;
   4.78678,  4.89875,  1.00000;
   4.76743,  2.98006,  1.00000;
   5.57391,  4.84230,  1.00000;
   4.94632,  5.15421,  1.00000;
   3.01012,  5.49291,  1.00000;
   3.83058,  3.39411,  1.00000;
   4.93801,  3.43151,  1.00000;
   5.10981,  3.76174,  1.00000;
   3.77907,  3.96631,  1.00000;
   3.25442,  3.77013,  1.00000;
   5.18077,  4.80619,  1.00000;
   3.84502,  2.78965,  1.00000;
   3.89257,  3.08985,  1.00000;
   3.77263,  3.63781,  1.00000;
   5.03634,  3.87848,  1.00000;
   4.88958,  3.86046,  1.00000;
   4.36840,  3.33487,  1.00000;
   2.64113,  4.67150,  1.00000;
   3.86841,  3.90914,  1.00000;
   5.06735,  3.94180,  1.00000;
   3.75212,  2.54617,  1.00000;
   3.50048,  5.74961,  1.00000;
   3.92559,  3.60169,  1.00000;
   4.14813,  2.03334,  1.00000;
   2.55445,  3.27056,  1.00000;
   3.70064,  4.15935,  1.00000;
   5.35582,  4.72630,  1.00000;
   5.68077,  4.30599,  1.00000;
   5.31636,  3.69418,  1.00000;
   4.62734,  2.06966,  1.00000;
   3.95437,  2.09402,  1.00000;
   2.56881,  2.22758,  1.00000;
   5.87244,  3.58498,  1.00000;
   4.74553,  3.68061,  1.00000;
   5.41161,  4.73052,  1.00000;
   2.74683,  2.01749,  1.00000;
   3.24464,  1.26621,  1.00000;
   4.35383,  3.81543,  1.00000;
   3.30520,  3.74970,  1.00000;
   4.30417,  5.86007,  1.00000;
   4.19243,  2.49341,  1.00000;
   4.16640,  2.76297,  1.00000;
   4.46645,  4.45297,  1.00000;
   3.83612,  4.58965,  1.00000;
   4.15892,  5.69314,  1.00000;
   4.00227,  3.17259,  1.00000;
   4.31128,  5.14143,  1.00000;
   3.33420,  6.38480,  1.00000;
   3.04155,  2.90752,  1.00000;
   5.06009,  3.44430,  1.00000 
